Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,MA7,MA20,MACD,20SD,upper_band,lower_band,EMA,logmomentum
2021-09-30,260.3333435058594,263.0433349609375,258.3333435058594,258.49334716796875,258.49334716796875,53868000,TSLA,,,-1.839996337890625,,,,258.49334716796875,5.550993883529132
2021-10-01,259.4666748046875,260.260009765625,254.52999877929688,258.4066772460937,258.4066772460937,51094200,TSLA,,,-1.751664381760861,,,,258.4283447265624,5.550657235952576
2021-10-04,265.5,268.989990234375,258.7066650390625,260.510009765625,260.510009765625,91449900,TSLA,,,-1.8263115188117922,,,,259.8694974459134,5.558795275139952
2021-10-05,261.6000061035156,265.7699890136719,258.0666809082031,260.1966552734375,260.1966552734375,55297800,TSLA,,,-1.6345783892416534,,,,260.09032897949214,5.557587060357198
2021-10-06,258.7333374023437,262.2200012207031,257.739990234375,260.9166564941406,260.9166564941406,43898400,TSLA,,,-0.9343454135802745,,,,260.6434903735957,5.560361027682158
2021-10-07,261.82000732421875,268.3333435058594,261.1266784667969,264.53668212890625,264.53668212890625,57587400,TSLA,,,-0.1529323911599363,,,,263.2425167377179,5.574192569407843
2021-10-08,265.4033203125,265.4599914550781,260.3033447265625,261.8299865722656,261.8299865722656,50215800,TSLA,260.69857352120533,,-0.6533154334258597,,,,262.3003991799734,5.563868802631033
2021-10-11,262.54998779296875,267.0799865722656,261.8333435058594,263.9800109863281,263.9800109863281,42600900,TSLA,261.48238263811385,,-0.31071113242023785,,,,263.42031107646665,5.57207802543506
2021-10-12,266.9766540527344,270.7733459472656,265.5233459472656,268.5733337402344,268.5733337402344,66060000,TSLA,262.9347621372768,,-0.05741932581253195,,,,266.85583406162874,5.589393673588542
2021-10-13,270.1566772460937,271.8033447265625,268.59332275390625,270.3599853515625,270.3599853515625,42360300,TSLA,264.34190150669644,,-0.1420577602477806,,,,269.1919744843278,5.5960487204704386
2021-10-14,271.8299865722656,273.4166564941406,271.1166687011719,272.7733459472656,272.7733459472656,36741600,TSLA,266.1385716029576,,-0.19710230506063908,,,,271.57956893766027,5.604968431960848
2021-10-15,274.5799865722656,281.07000732421875,274.1166687011719,281.010009765625,281.010009765625,56773800,TSLA,269.00905064174106,,0.31935055241655164,,,,277.8665413196845,5.63482535169321
2021-10-18,283.92999267578125,291.7533264160156,283.8233337402344,290.03668212890625,290.03668212890625,72621600,TSLA,272.6519077845982,,0.3557551841471991,,,,285.9799736147838,5.666553607839465
2021-10-19,292.510009765625,292.6499938964844,287.5033264160156,288.0899963378906,288.0899963378906,52143300,TSLA,276.40333775111606,,-1.1514323122116252,,,,287.3866557242906,5.659795742695126
2021-10-20,288.45001220703125,289.8299865722656,285.7933349609375,288.6000061035156,288.6000061035156,42096300,TSLA,279.9204799107143,,-1.7284921475516057,,,,288.19555603348095,5.661570647069129
2021-10-21,285.3333435058594,300.0,285.1666564941406,298.0,298.0,94444500,TSLA,284.1242893763951,,-0.7240318129761931,,,,294.7318521630022,5.6937321388027
2021-10-22,298.5,303.3333435058594,296.9866638183594,303.2266540527344,303.2266540527344,68642400,TSLA,288.8195277622768,,-1.3108082699394004,,,,300.3950534666768,5.711177245991383
2021-10-25,316.84332275390625,348.3399963378906,314.7333374023437,341.6199951171875,341.6199951171875,188556300,TSLA,298.6547633579799,,-0.7578057262060724,,,,327.87834797128977,5.830767472075617
2021-10-26,341.5633239746094,364.9800109863281,333.8133239746094,339.4766540527344,339.4766540527344,187245000,TSLA,307.00714111328125,,-4.092764678969672,,,,335.6105520322389,5.824455121148862
2021-10-27,346.5533447265625,356.9599914550781,343.59332275390625,345.9533386230469,345.9533386230469,115579500,TSLA,314.99523489815846,283.8295013427734,-6.873490608368286,28.711192376304172,341.2518860953818,226.4071165901651,342.5057430947551,5.8434091575162235
2021-10-28,356.10333251953125,360.3333435058594,351.3999938964844,359.0133361816406,359.0133361816406,81639600,TSLA,325.1271405901228,288.85550079345705,-9.269894682607514,32.58009861448109,354.0156980224192,223.69530356449488,353.51080515373087,5.88057023761089
2021-10-29,360.6199951171875,371.7366638183594,357.7366638183594,371.3333435058594,371.3333435058594,89755200,TSLA,336.9461887904576,294.5018341064453,-10.609662345615789,36.566907511619256,367.6356491296838,221.36801908320678,365.39249738886184,5.914403528440087
2021-11-01,381.6666564941406,403.25,372.88665771484375,402.86334228515625,402.86334228515625,168146100,TSLA,351.9266662597656,301.6195007324219,-11.860445659938023,42.90698909028314,387.43347891298816,215.80552255185563,390.3730606533235,5.9961120862604815
2021-11-02,386.4533386230469,402.86334228515625,382.0,390.6666564941406,390.6666564941406,128213400,TSLA,364.41809517996654,308.143000793457,-14.295168630143905,46.07865546825811,400.30031172997326,215.98568985694078,390.5687912138689,5.965291646698246
2021-11-03,392.4433288574219,405.1300048828125,384.2066650390625,404.6199951171875,404.6199951171875,103885500,TSLA,373.41809517996654,315.3281677246094,-15.71666230051801,49.41050264807828,414.14917302076594,216.50716242845283,399.936260482759,6.000473829168021
2021-11-04,411.4700012207031,414.4966735839844,405.6666564941406,409.9700012207031,409.9700012207031,76192200,TSLA,383.4885733468192,322.5998336791992,-18.992951694366695,52.1668965362035,426.9336267516062,218.26604060679222,406.62542097472436,6.0136418067041575
2021-11-05,409.3333435058594,413.2900085449219,402.6666564941406,407.36334228515625,407.36334228515625,64886400,TSLA,392.2614310128348,329.8765014648437,-21.261059273863452,53.38006575625478,436.6366329773533,223.11636995233417,407.11736851501234,6.007247691125921
2021-11-08,383.2633361816406,399.0,377.6666564941406,387.6466674804688,387.6466674804688,100337100,TSLA,396.3519069126674,336.0598342895508,-20.465068314092093,52.500410780530984,441.06065585061276,231.05901272848882,394.13690115864944,5.957511272061399
2021-11-09,391.2000122070313,391.5,337.17333984375,341.1666564941406,341.1666564941406,177317400,TSLA,392.0423801967076,339.6895004272461,-24.638805402485787,50.04089478226214,439.7712899917704,239.60771086272183,358.82340471564305,5.829435663677255
2021-11-10,336.8033447265625,359.3666687011719,329.10333251953125,355.9833374023437,355.9833374023437,128408100,TSLA,385.3452366420201,343.97066802978514,-18.61065417713968,47.38980092554903,438.7502698808832,249.1910661786871,356.93002650677676,5.872070851479039
2021-11-11,367.5899963378906,368.3233337402344,351.5599975585937,354.5033264160156,354.5033264160156,67189800,TSLA,380.1790466308594,348.05716705322266,-18.314495915302018,44.353816746160696,436.76480054554406,259.34953356090125,355.3122264462693,5.86789289523865
2021-11-12,349.1666564941406,351.5,339.7333374023437,344.47332763671875,344.47332763671875,76719300,TSLA,371.58666556222096,351.23033294677737,-16.00080647697291,41.481830586886026,434.1939941205494,268.2666717730053,348.0862939065689,5.839109459846179
2021-11-15,339.2099914550781,343.99334716796875,326.20001220703125,337.7966613769531,337.7966613769531,104326800,TSLA,361.2761884416853,353.6183319091797,-13.064336065512464,39.078768605337565,431.7758691198548,275.46079469850457,341.2265388868251,5.819479369542773
2021-11-16,334.4366760253906,352.3999938964844,334.0599975585937,351.57666015625,351.57666015625,79627200,TSLA,353.3066624232701,356.7926651000977,-8.795371568826226,35.92721501441257,428.64709512892284,284.9382350712725,348.1266197331083,5.859579399125284
